,1:2:7:6,3,5,4
Signature.1,0.0175961479007,0.195695712645,0.0566940348584,0.0
Signature.2,0.0,0.201319422443,0.132930872208,0.0145466711289
Signature.3,0.0189373101232,0.0,0.0,0.163846053086
Signature.4,0.10538957672,0.0,0.0359638550647,0.0374356219951
Signature.5,0.0265233810283,0.013139169786,0.0241864302322,0.0113519585374
Signature.6,0.28517461745,0.0,0.0,0.128916939443
Signature.7,0.0,0.0,0.0,0.0
Signature.8,0.0343544610217,0.035558825333,0.0,0.295012794316
Signature.9,0.0,0.0,0.0,0.0439974627497
Signature.10,0.0190096258206,0.280651732627,0.134900430199,0.0266032635272
Signature.11,0.0,0.0,0.395237870919,0.0
Signature.12,0.0,0.017026667508,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0232271759726
Signature.14,0.124751961691,0.0,0.0,0.0635830835916
Signature.15,0.140306421437,0.0,0.0,0.0
Signature.16,0.0151229965321,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0,0.0772402229615
Signature.18,0.0,0.0,0.0507742928861,0.0382570414524
Signature.19,0.0727705679284,0.0747864725345,0.0,0.0
Signature.20,0.0,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0251762501068
Signature.22,0.0576431970117,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0210548811787,0.0128301045242,0.0328723646973,0.0
Signature.25,0.0224666170485,0.0153903498185,0.0824888627935,0.0
Signature.26,0.0,0.0,0.0193357678595,0.0
Signature.27,0.0,0.0111276519808,0.0,0.0
Signature.28,0.0221553533685,0.1424738908,0.0,0.050805461131
Signature.29,0.0167428837395,0.0,0.0232939498413,0.0
Signature.30,0.0,0.0,0.0113212684409,0.0
