,11,10:1:3:4:7:6:9:8,2,5
Signature.1,0.0,0.0,0.0150249666742,0.0
Signature.2,0.0412721851146,0.0171975020748,0.0442594673012,0.0
Signature.3,0.0197256847049,0.0562960753557,0.0,0.0
Signature.4,0.0,0.0,0.0,0.0437254029218
Signature.5,0.101196949781,0.0207952775795,0.0141910729391,0.0116174310258
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.308864643587,0.0385561495451,0.0,0.276259721498
Signature.8,0.0,0.0,0.0,0.0493026256301
Signature.9,0.0394612400594,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0,0.0390002557256
Signature.11,0.126275985425,0.354550714623,0.0911689645743,0.0160326525377
Signature.12,0.111838974145,0.0271270767982,0.088798649545,0.0264956996369
Signature.13,0.0,0.0,0.0,0.0420579805034
Signature.14,0.0,0.013060987106,0.0240239062908,0.0
Signature.15,0.0,0.0,0.0480204709987,0.0
Signature.16,0.0287362576693,0.0,0.0,0.0891076048589
Signature.17,0.0,0.0,0.0107717837412,0.0
Signature.18,0.0133058301657,0.0172956965104,0.0,0.0
Signature.19,0.0,0.0,0.0125087485419,0.0133610514088
Signature.20,0.0,0.0321894360976,0.0972474426426,0.0178294182065
Signature.21,0.0,0.0636196201937,0.0,0.0225906452106
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0,0.0199794464653,0.211187121727,0.0
Signature.24,0.0276160828923,0.0375885285436,0.0,0.0109263852117
Signature.25,0.0339486564977,0.0,0.0356692788171,0.0
Signature.26,0.110272191461,0.0415495310331,0.0606281285544,0.0
Signature.27,0.0,0.0,0.10082723336,0.244120719207
Signature.28,0.0,0.260193958074,0.0,0.0
Signature.29,0.0,0.0,0.124903041264,0.0
Signature.30,0.0374853184968,0.0,0.0207697230281,0.0975724064176
