,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.110849105736
Signature.2,0.0
Signature.3,0.0242882123889
Signature.4,0.0194449671404
Signature.5,0.0
Signature.6,0.075434584319
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0465063091003
Signature.10,0.0427891583562
Signature.11,0.250103703899
Signature.12,0.0
Signature.13,0.0342934892895
Signature.14,0.0835004754543
Signature.15,0.0
Signature.16,0.0504626162118
Signature.17,0.0
Signature.18,0.0163221145503
Signature.19,0.0172664151891
Signature.20,0.0
Signature.21,0.0458538680996
Signature.22,0.0342353474926
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0261007552916
Signature.27,0.0
Signature.28,0.0331025363777
Signature.29,0.0111905061482
Signature.30,0.0782558349552
