,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.143215894674
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0125258877186
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0665859838588
Signature.17,0.0
Signature.18,0.0
Signature.19,0.107042906479
Signature.20,0.220735333048
Signature.21,0.0186561549738
Signature.22,0.0
Signature.23,0.0206527931921
Signature.24,0.0104296389335
Signature.25,0.139924449359
Signature.26,0.0344424903695
Signature.27,0.162734807939
Signature.28,0.04321771487
Signature.29,0.0198359445836
Signature.30,0.0
