,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0217109653594
Signature.2,0.0
Signature.3,0.107559421895
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.145541714125
Signature.10,0.0
Signature.11,0.020362131112
Signature.12,0.0
Signature.13,0.0243448360792
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0125544546609
Signature.19,0.026907947639
Signature.20,0.0
Signature.21,0.0139566011662
Signature.22,0.0285032449463
Signature.23,0.0972354398015
Signature.24,0.0457050401435
Signature.25,0.0710478701682
Signature.26,0.0
Signature.27,0.293730236802
Signature.28,0.0908400961016
Signature.29,0.0
Signature.30,0.0
