,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.144940084711
Signature.5,0.0
Signature.6,0.0905673025999
Signature.7,0.0770378996793
Signature.8,0.0
Signature.9,0.015457929195
Signature.10,0.0
Signature.11,0.093073758059
Signature.12,0.122969145765
Signature.13,0.0
Signature.14,0.0649493931561
Signature.15,0.0
Signature.16,0.0386042700798
Signature.17,0.0825236902839
Signature.18,0.0636415863739
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.144080027918
Signature.25,0.0250570262415
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0188341409218
Signature.30,0.0182637450164
