,11:9:10,1:3:2:5:4:6,7,8
Signature.1,0.172897672765,0.0,0.0,0.0106591501031
Signature.2,0.225837516465,0.0,0.0,0.149782586688
Signature.3,0.0,0.0,0.0,0.0620574350723
Signature.4,0.0162067108633,0.0,0.0335256273068,0.0369619420223
Signature.5,0.0,0.0306458183557,0.0,0.0
Signature.6,0.0,0.0,0.0,0.0642908608786
Signature.7,0.0,0.0,0.0,0.0723901371639
Signature.8,0.0,0.0204274839757,0.215079751911,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0167342568503,0.0
Signature.11,0.0347016415776,0.0,0.0,0.0
Signature.12,0.0,0.0247218222051,0.0357173035465,0.0258607649421
Signature.13,0.0189134767767,0.0,0.017361697412,0.0
Signature.14,0.0258455648797,0.173707902897,0.0,0.0176048859768
Signature.15,0.0369717718843,0.015467760536,0.0,0.07222365089
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0753487628758,0.0,0.05806026964,0.0
Signature.18,0.0,0.0,0.0190824421159,0.0
Signature.19,0.0131843323346,0.0,0.0,0.017392190616
Signature.20,0.0,0.0,0.0,0.186294191938
Signature.21,0.0,0.099459018981,0.180493469702,0.0781032931558
Signature.22,0.0,0.0685373775822,0.0198028309971,0.0328083933115
Signature.23,0.0,0.307626467612,0.23368532051,0.0
Signature.24,0.0,0.0193478306249,0.0697564575459,0.0208241979882
Signature.25,0.177773149009,0.0408148111723,0.0,0.0410964461913
Signature.26,0.0641053290971,0.0,0.0333359443618,0.0
Signature.27,0.0,0.0513435313701,0.0673646281008,0.0416553090353
Signature.28,0.0,0.0377456784148,0.0,0.0
Signature.29,0.138214071471,0.0859408473215,0.0,0.0
Signature.30,0.0,0.0242136489526,0.0,0.0699945640261
