,1:3:2
Signature.1,0.0
Signature.2,0.0412557506305
Signature.3,0.155336629906
Signature.4,0.0
Signature.5,0.0142246436515
Signature.6,0.0
Signature.7,0.01557796062
Signature.8,0.0
Signature.9,0.105415299043
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0336357410533
Signature.15,0.0
Signature.16,0.0857502679249
Signature.17,0.0214029899866
Signature.18,0.0
Signature.19,0.0186916773417
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.112589364939
Signature.24,0.0
Signature.25,0.051003228797
Signature.26,0.0
Signature.27,0.0929088235046
Signature.28,0.0
Signature.29,0.252207622602
Signature.30,0.0
