,11:10:1:3:2:5:4:7:6:9,8
Signature.1,0.0104343566098,0.0917341327289
Signature.2,0.207507247317,0.0124725954239
Signature.3,0.0,0.137067139316
Signature.4,0.0591306840539,0.0
Signature.5,0.0789899896301,0.0786821358125
Signature.6,0.0303750419114,0.0
Signature.7,0.0268994077609,0.0
Signature.8,0.0,0.151928478577
Signature.9,0.0,0.0405241421304
Signature.10,0.0,0.235937236706
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0,0.0322807610566
Signature.14,0.0174571678728,0.0
Signature.15,0.013901106262,0.0
Signature.16,0.283902502932,0.0677712253542
Signature.17,0.0300948959654,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.157034113676,0.0
Signature.22,0.0,0.0
Signature.23,0.0192930694255,0.015076020871
Signature.24,0.0,0.0
Signature.25,0.0,0.014684609532
Signature.26,0.0,0.0678283900098
Signature.27,0.0,0.054013132481
Signature.28,0.0,0.0
Signature.29,0.0649804165834,0.0
Signature.30,0.0,0.0
