,1:3,2
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0233862018927,0.0
Signature.5,0.0,0.078185985116
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0474548254706
Signature.9,0.0163219700925,0.0
Signature.10,0.0,0.0
Signature.11,0.118469997357,0.0
Signature.12,0.0761557249594,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.268456626274
Signature.15,0.17348549845,0.0
Signature.16,0.0,0.0
Signature.17,0.0169158326266,0.0
Signature.18,0.027806298502,0.0
Signature.19,0.0200493006692,0.0
Signature.20,0.0228525915141,0.0
Signature.21,0.0660886196062,0.0325768891681
Signature.22,0.0,0.0190963285077
Signature.23,0.0,0.0
Signature.24,0.117722106983,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.140724566965,0.0152045682638
Signature.28,0.0556154532784,0.054510378575
Signature.29,0.124405837103,0.072589380177
Signature.30,0.0,0.411925018448
