,1:3,2
Signature.1,0.0,0.0
Signature.2,0.0324025156911,0.0
Signature.3,0.0,0.0227893557648
Signature.4,0.0,0.0156946710379
Signature.5,0.23927134562,0.0485641404832
Signature.6,0.0,0.100952126424
Signature.7,0.0723935416478,0.0
Signature.8,0.0,0.0
Signature.9,0.251677678117,0.0
Signature.10,0.0235495852622,0.0991681144175
Signature.11,0.012023711765,0.0
Signature.12,0.0,0.0253460637992
Signature.13,0.013373489162,0.0
Signature.14,0.010755778023,0.208705066942
Signature.15,0.0135235449926,0.0
Signature.16,0.0,0.2918461998
Signature.17,0.0,0.0
Signature.18,0.0,0.0194853893579
Signature.19,0.0,0.0
Signature.20,0.0627170131798,0.0707823298746
Signature.21,0.0158790519465,0.0
Signature.22,0.0442028995203,0.0824195563078
Signature.23,0.0882939183586,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0513612844601,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0685746422543,0.0142469857917
