,1:3:5,2,4
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0121194474888
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0943561418556,0.0
Signature.7,0.0,0.10375906642,0.0
Signature.8,0.315483860187,0.0,0.0607255911062
Signature.9,0.029618547767,0.0,0.0
Signature.10,0.0,0.0112708122308,0.127477138421
Signature.11,0.0,0.0701641221834,0.0
Signature.12,0.0180720576429,0.0,0.256659390873
Signature.13,0.165442468974,0.236069334623,0.0568256162621
Signature.14,0.0221116254755,0.0517049207039,0.0
Signature.15,0.0494657693942,0.0,0.0
Signature.16,0.0,0.0873952041624,0.0
Signature.17,0.224604908843,0.0261530173335,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0118067180492,0.0128699690279
Signature.20,0.0678536127887,0.0133983186955,0.0108142485551
Signature.21,0.0643290680853,0.0,0.129240006146
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0313956219085
Signature.24,0.0,0.20275048279,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.118200182463
Signature.27,0.0,0.0189118978382,0.109990176572
Signature.28,0.0,0.0,0.0531269676157
Signature.29,0.0430180808432,0.0722599631145,0.0
Signature.30,0.0,0.0,0.0205556435621
