,1:3:2:6:9:8,5,4,7
Signature.1,0.0471177479233,0.0,0.0,0.0641142761197
Signature.2,0.0152743909241,0.0,0.11645783858,0.0
Signature.3,0.0,0.0,0.0779989979067,0.0
Signature.4,0.0,0.0157146414689,0.0991283923735,0.0
Signature.5,0.162914125244,0.0,0.0,0.0190802282621
Signature.6,0.256854612859,0.0507603485635,0.0929157650897,0.196553286728
Signature.7,0.0,0.0,0.0856444091475,0.0207932285794
Signature.8,0.0,0.0145933921225,0.0366928619593,0.0500982813503
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.240150675766,0.0,0.0358378537136
Signature.11,0.282104621315,0.0,0.0532704570664,0.0
Signature.12,0.0,0.14680300568,0.0,0.0
Signature.13,0.035215243758,0.0218401280843,0.0,0.0
Signature.14,0.0,0.0,0.0242849749116,0.0
Signature.15,0.0,0.0,0.109071436489,0.0
Signature.16,0.0167293775733,0.0,0.0591572434737,0.0
Signature.17,0.0,0.103920616551,0.0688799606658,0.0158858750263
Signature.18,0.0,0.0235310424335,0.0,0.0
Signature.19,0.0,0.0138074325734,0.0148761106137,0.0456450147856
Signature.20,0.0234288738805,0.148437674274,0.031000097607,0.0
Signature.21,0.0,0.111014236711,0.0308167286554,0.107929518914
Signature.22,0.0,0.0,0.0265263052153,0.0450216107218
Signature.23,0.0,0.094252651841,0.0,0.0
Signature.24,0.0,0.0,0.0,0.0771232935709
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.160361006522,0.0151741539311,0.0,0.153585442679
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0732784202459,0.0
Signature.29,0.0,0.0,0.0,0.035664583126
Signature.30,0.0,0.0,0.0,0.132667506424
