,1:3:2:5:4,7,6
Signature.1,0.0,0.0,0.0
Signature.2,0.0916144488518,0.0,0.263407616659
Signature.3,0.0668235563483,0.0,0.130275937898
Signature.4,0.0642380544138,0.176369824976,0.0224537103953
Signature.5,0.0,0.0549195309532,0.0
Signature.6,0.0,0.0,0.0365325071144
Signature.7,0.0,0.0,0.0
Signature.8,0.172914271191,0.0630487066144,0.0
Signature.9,0.0,0.0386230298547,0.0
Signature.10,0.0292693440882,0.0,0.0169615937783
Signature.11,0.0805763190329,0.0,0.0
Signature.12,0.0,0.0,0.0177112242247
Signature.13,0.0,0.0,0.0358495847354
Signature.14,0.0,0.0851974637393,0.152793657221
Signature.15,0.0,0.0,0.0173017874774
Signature.16,0.0207676994322,0.0967225802145,0.0
Signature.17,0.0,0.0248806290519,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0,0.026131401438
Signature.20,0.0534267161699,0.0438766154858,0.0
Signature.21,0.174723557144,0.0,0.0
Signature.22,0.0568465334839,0.0,0.0241514583208
Signature.23,0.0,0.0717665146165,0.0379198058357
Signature.24,0.0,0.194613176053,0.0
Signature.25,0.0464006614883,0.0,0.0467973548133
Signature.26,0.0203116706069,0.0582762067277,0.0177524982938
Signature.27,0.0374627598511,0.0,0.0
Signature.28,0.0201994858881,0.0,0.0
Signature.29,0.0644249220094,0.0729586579838,0.0747621671336
Signature.30,0.0,0.0187470637286,0.0791976946614
