,11:9:10,1:3:2:7:6:8,5,4
Signature.1,0.108245844268,0.0,0.103779047848,0.0
Signature.2,0.0,0.393105294913,0.0,0.0105427233235
Signature.3,0.0120433084143,0.0,0.0231208410133,0.0
Signature.4,0.0,0.144465763417,0.0,0.0
Signature.5,0.0445584541997,0.0,0.0,0.0
Signature.6,0.0157338055609,0.0,0.105007046488,0.0
Signature.7,0.0,0.0,0.0,0.0655606953691
Signature.8,0.0,0.0,0.0219796337633,0.0
Signature.9,0.0,0.0,0.0,0.0123344955462
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.146365777448,0.0502532103073,0.0683648284585,0.0
Signature.12,0.0,0.0249841136589,0.0,0.0303718906353
Signature.13,0.207195305531,0.0,0.023076025837,0.0
Signature.14,0.144712821558,0.0630061676655,0.03918671275,0.0783995447712
Signature.15,0.250108594942,0.0678561780171,0.0,0.0
Signature.16,0.0,0.0,0.126200065366,0.0
Signature.17,0.0,0.0108819204087,0.173453573094,0.0
Signature.18,0.0,0.0,0.114857742313,0.0
Signature.19,0.0181692308912,0.0237355410222,0.0,0.200999274889
Signature.20,0.0212107070571,0.0210095892192,0.0907965736256,0.0
Signature.21,0.0,0.0172017253996,0.0122502422015,0.0511653753202
Signature.22,0.0,0.0496672248418,0.0350581178505,0.0289837045403
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0,0.0429090273604,0.0151601345102,0.0
Signature.25,0.0,0.0,0.0,0.257075858272
Signature.26,0.0,0.027715035624,0.0,0.0878645764522
Signature.27,0.0,0.0,0.0,0.0293386630117
Signature.28,0.0,0.0632092081463,0.0477094148804,0.0
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.03165615013,0.0,0.0,0.147363197869
