,1:2,3
Signature.1,0.0,0.013549717154
Signature.2,0.0495940912799,0.0151988914308
Signature.3,0.0,0.0
Signature.4,0.0,0.123269407097
Signature.5,0.0314651405302,0.117096590363
Signature.6,0.0,0.0
Signature.7,0.0123643851749,0.0660042916867
Signature.8,0.0,0.0989061291876
Signature.9,0.0,0.0699100810304
Signature.10,0.0,0.0
Signature.11,0.0256607681514,0.0
Signature.12,0.0281428922393,0.0
Signature.13,0.0,0.0
Signature.14,0.0453837505371,0.0
Signature.15,0.0,0.0
Signature.16,0.0159090650532,0.0220438452533
Signature.17,0.0,0.0
Signature.18,0.315397243022,0.0239610136044
Signature.19,0.0283295252584,0.0
Signature.20,0.120458191231,0.15708908895
Signature.21,0.0,0.0153928653525
Signature.22,0.0,0.0
Signature.23,0.0119006150611,0.0
Signature.24,0.0,0.0
Signature.25,0.0390057990679,0.0
Signature.26,0.0548909867419,0.0948951400482
Signature.27,0.0,0.0
Signature.28,0.194527052889,0.0805257257408
Signature.29,0.0,0.102157213101
Signature.30,0.0269704937634,0.0
