,1,3:5,2,4
Signature.1,0.050502109934,0.0,0.0329587467745,0.0531303436424
Signature.2,0.24783093525,0.0,0.129811454832,0.0
Signature.3,0.0873218293538,0.0,0.0,0.0489186981618
Signature.4,0.0256499365463,0.0,0.0409356171023,0.0
Signature.5,0.0207064469369,0.0,0.0,0.0956320373111
Signature.6,0.0,0.21487066305,0.0,0.0
Signature.7,0.0230201192461,0.0333011979328,0.0,0.0167834882704
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.047014898364,0.0,0.0340505622555,0.0
Signature.10,0.0,0.0,0.0109144803471,0.0
Signature.11,0.0,0.0,0.0860541656553,0.0471766237182
Signature.12,0.0375696463707,0.0,0.0,0.0741716422551
Signature.13,0.048629208651,0.0196052506812,0.0205623207743,0.0
Signature.14,0.0,0.0,0.114939152505,0.0
Signature.15,0.0663796365332,0.0275358223913,0.0,0.0
Signature.16,0.0,0.0,0.0484276429587,0.0400179520153
Signature.17,0.23925819393,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0103285079586,0.046714653004
Signature.19,0.0,0.0731602345076,0.0669261002788,0.0551985327894
Signature.20,0.0,0.0245180273903,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0636235645196,0.256619367771,0.0
Signature.23,0.0,0.0,0.0851037887898,0.0328757775275
Signature.24,0.0773576607932,0.0,0.0,0.0621148546865
Signature.25,0.0287593780911,0.0589801814694,0.0,0.0
Signature.26,0.0,0.106790008921,0.0,0.0
Signature.27,0.0,0.104999064164,0.0,0.279118207606
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.272615984973,0.0,0.0929983497913
Signature.30,0.0,0.0,0.0623680919971,0.0551488392211
