,1:3:2:5:4
Signature.1,0.397325735962
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.059350114776
Signature.10,0.0130216927348
Signature.11,0.0
Signature.12,0.0742271165655
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.123149164194
Signature.19,0.0
Signature.20,0.0
Signature.21,0.012268912159
Signature.22,0.0
Signature.23,0.133299557198
Signature.24,0.0610229828593
Signature.25,0.0325990366592
Signature.26,0.0649019114289
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0288337754642
Signature.30,0.0
