,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0,0.0268839225484
Signature.2,0.0,0.0399205648537
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0708331739154
Signature.6,0.0170189575713,0.010590271159
Signature.7,0.271013569143,0.0
Signature.8,0.0131835342371,0.077218126345
Signature.9,0.0,0.102096816671
Signature.10,0.106017400218,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.236831692283
Signature.13,0.0413416477513,0.0
Signature.14,0.0,0.0486321488199
Signature.15,0.0,0.012892213642
Signature.16,0.0,0.0
Signature.17,0.0,0.038417982193
Signature.18,0.0130128248179,0.0
Signature.19,0.0308902911131,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0757818150601,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.257534796975,0.0142590332211
Signature.26,0.0565750632544,0.282290806471
Signature.27,0.117630099859,0.0
Signature.28,0.0,0.0202704589399
Signature.29,0.0,0.0
Signature.30,0.0,0.0188627889374
