,1:2:4:6:9:8,3,5,7
Signature.1,0.325430829794,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0532430145917,0.0
Signature.3,0.0217458219695,0.0507510005565,0.0,0.0
Signature.4,0.0458064652464,0.0,0.0,0.0
Signature.5,0.0209635657628,0.03589947539,0.0,0.090895092546
Signature.6,0.0,0.0252997510854,0.211176068593,0.239572399221
Signature.7,0.0,0.0138128501595,0.0,0.0105699533653
Signature.8,0.0,0.18863878462,0.0289915623442,0.0
Signature.9,0.0954395515488,0.0174017355858,0.0665639180088,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0802577795058,0.0
Signature.12,0.052465622939,0.0583361172192,0.0,0.0
Signature.13,0.0,0.0,0.0297757467654,0.0
Signature.14,0.0,0.122158883665,0.0295455551274,0.0
Signature.15,0.0592234639132,0.0,0.0583802922395,0.0574528197686
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.0146610563069,0.0,0.0327223260031
Signature.18,0.0116253726373,0.188055601869,0.0,0.271171256852
Signature.19,0.115779881222,0.0160441699974,0.0,0.0
Signature.20,0.0,0.0,0.0524861043983,0.0169774479681
Signature.21,0.0,0.0,0.222940397901,0.0244557618606
Signature.22,0.0,0.0319460025998,0.0,0.0
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0,0.030405380727,0.0,0.0744355081823
Signature.25,0.054848181795,0.0112229206693,0.0,0.0
Signature.26,0.0,0.0,0.0,0.165051049792
Signature.27,0.0,0.139260218354,0.0,0.0166963844418
Signature.28,0.171352087739,0.036380420446,0.0625784007987,0.0
Signature.29,0.0,0.0,0.104061159726,0.0
Signature.30,0.0253191554331,0.0197256307492,0.0,0.0
