,11:9:10,1:3:2:5:7:6:8,4
Signature.1,0.0207859302201,0.127454155499,0.0
Signature.2,0.0,0.0,0.0972101241559
Signature.3,0.194402069284,0.0,0.0
Signature.4,0.0345410488744,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0395198982033
Signature.7,0.0,0.0,0.0
Signature.8,0.0429916583759,0.0,0.0449852197611
Signature.9,0.0,0.0,0.0240568330291
Signature.10,0.0,0.0619364992436,0.0
Signature.11,0.0389730728028,0.0,0.0
Signature.12,0.0,0.0493119685768,0.0971461688861
Signature.13,0.0,0.139666335842,0.0
Signature.14,0.0723646157524,0.0185935775796,0.0
Signature.15,0.0,0.0678422583265,0.0
Signature.16,0.0,0.0442694384245,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.270929591775,0.0,0.227770817877
Signature.19,0.0128545792401,0.0,0.0200370751515
Signature.20,0.0369565925665,0.0,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0124622888369,0.0,0.262515485053
Signature.23,0.0,0.0,0.044398877032
Signature.24,0.0666454264622,0.0,0.0
Signature.25,0.0954968177197,0.0131546660327,0.116137732338
Signature.26,0.0134206914429,0.380231115222,0.0136843036153
Signature.27,0.0162371459972,0.0975399852531,0.0
Signature.28,0.0545379907313,0.0,0.0
Signature.29,0.0164004799192,0.0,0.012537464898
Signature.30,0.0,0.0,0.0
