,1:3,2,5,4
Signature.1,0.013294148154,0.0961624178515,0.0,0.0
Signature.2,0.0,0.0,0.200665272405,0.0
Signature.3,0.0156535162957,0.0,0.044292865786,0.0
Signature.4,0.0493026023097,0.0,0.0895901320339,0.108295574096
Signature.5,0.0,0.218544056179,0.0512796165405,0.0243865085271
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0116780255908,0.0,0.0211185683278,0.0
Signature.8,0.113731492147,0.0253408837863,0.0152567175158,0.0
Signature.9,0.0,0.0294444627176,0.0,0.0108877164832
Signature.10,0.0,0.308730018613,0.141579149545,0.0
Signature.11,0.0528499064927,0.0,0.0482132316001,0.0175831181693
Signature.12,0.0563602363931,0.0148309807411,0.0,0.0
Signature.13,0.0454978631152,0.0345463696554,0.0,0.0676977954634
Signature.14,0.0911303325173,0.0,0.0,0.0
Signature.15,0.0,0.0596103296666,0.0,0.0
Signature.16,0.0,0.0119013656015,0.0474430759128,0.0
Signature.17,0.0,0.0,0.0760285269734,0.0372796706947
Signature.18,0.0,0.0236115638332,0.0,0.0616460187678
Signature.19,0.0,0.0,0.0,0.0310837781056
Signature.20,0.0,0.0,0.0,0.0908967121598
Signature.21,0.0105604947184,0.0393996028429,0.0,0.0
Signature.22,0.0,0.0,0.0176722492045,0.0
Signature.23,0.0513396786807,0.0,0.0,0.025853336256
Signature.24,0.0198211974159,0.0,0.0,0.331454193409
Signature.25,0.0,0.027919983763,0.0106648794249,0.0436106639453
Signature.26,0.180461566413,0.0353418796214,0.0,0.0
Signature.27,0.0,0.0149177694399,0.185201361889,0.0
Signature.28,0.0,0.0,0.0509943528425,0.0
Signature.29,0.277942106534,0.0337554531343,0.0,0.0
Signature.30,0.0103768332229,0.0259428625532,0.0,0.149324913922
