,1:3:2:4,5
Signature.1,0.0,0.0
Signature.2,0.0210929984315,0.0223207683987
Signature.3,0.0,0.057628656326
Signature.4,0.0225975373011,0.134748158953
Signature.5,0.0,0.0271856406956
Signature.6,0.114124774277,0.0
Signature.7,0.0,0.0149361178329
Signature.8,0.0,0.0
Signature.9,0.131612823151,0.0124586261808
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0192400769617,0.0
Signature.14,0.0,0.0409162079751
Signature.15,0.0381721807213,0.30297546855
Signature.16,0.0,0.0
Signature.17,0.0113024204913,0.107587062295
Signature.18,0.0104144121505,0.0
Signature.19,0.0,0.0866100632037
Signature.20,0.0,0.0
Signature.21,0.143245444285,0.0
Signature.22,0.0,0.102912228513
Signature.23,0.0,0.0458494475559
Signature.24,0.173395867511,0.0
Signature.25,0.0,0.0
Signature.26,0.254755699044,0.0243593272257
Signature.27,0.0105386800801,0.0
Signature.28,0.0277981579006,0.0
Signature.29,0.0,0.0195122262953
Signature.30,0.0217089276938,0.0
