,1:3:2:5:4:6,7
Signature.1,0.0303160552186,0.0106595430355
Signature.2,0.0,0.0
Signature.3,0.0915808396945,0.0157803391153
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0911902393217,0.064845349558
Signature.9,0.0,0.118959759715
Signature.10,0.0256049288441,0.146351276812
Signature.11,0.209308140016,0.0477569147059
Signature.12,0.0,0.0
Signature.13,0.011970518241,0.0
Signature.14,0.0,0.225769357938
Signature.15,0.0,0.0845374885567
Signature.16,0.0,0.0
Signature.17,0.02220171631,0.0
Signature.18,0.0,0.0258232566327
Signature.19,0.0,0.0473142711219
Signature.20,0.129549773093,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0309074230004
Signature.23,0.0598181232483,0.0
Signature.24,0.0,0.0
Signature.25,0.0874507664169,0.0
Signature.26,0.0440527569492,0.0
Signature.27,0.196956142648,0.0
Signature.28,0.0,0.181295019808
Signature.29,0.0,0.0
Signature.30,0.0,0.0
