,1:3:2:4:6:8,5,7,9
Signature.1,0.094206351927,0.0,0.0548195199217,0.0
Signature.2,0.107929098207,0.253643448791,0.0102981677262,0.0
Signature.3,0.0,0.0,0.101537717002,0.0
Signature.4,0.208282829025,0.0529647182255,0.0,0.0
Signature.5,0.0,0.0,0.160960673911,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0259086494846,0.0,0.0268403520838,0.0
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.106501229489,0.0921580205985,0.0148713849138,0.0
Signature.10,0.0388381141715,0.0,0.0,0.116235889442
Signature.11,0.0113297543319,0.0614623138909,0.0,0.0
Signature.12,0.0,0.0,0.186887916467,0.0418307488431
Signature.13,0.0,0.0723145721382,0.155648361983,0.0
Signature.14,0.0,0.0,0.0,0.373086550202
Signature.15,0.0,0.0,0.0278177119686,0.0136758053246
Signature.16,0.0,0.0387428829504,0.0510921854355,0.0565599120853
Signature.17,0.0991676324471,0.0,0.0,0.0246749895381
Signature.18,0.0,0.0,0.0,0.0
Signature.19,0.18797287083,0.0527952784462,0.0,0.0
Signature.20,0.0,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0994732306078,0.0172794143387
Signature.22,0.0,0.0386330832123,0.0,0.0
Signature.23,0.0,0.0,0.0,0.0251036674049
Signature.24,0.0,0.020987916001,0.0238958729644,0.0
Signature.25,0.0,0.0,0.0,0.150090301313
Signature.26,0.0396709631077,0.153593116568,0.0,0.0
Signature.27,0.0,0.0939071654334,0.0,0.0
Signature.28,0.0,0.0687974837442,0.0144336303158,0.0
Signature.29,0.0801925069793,0.0,0.0,0.0516156747678
Signature.30,0.0,0.0,0.0714232746991,0.129847046741
