,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0417818250833
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.157712171925
Signature.8,0.0
Signature.9,0.233108491445
Signature.10,0.118994398707
Signature.11,0.0
Signature.12,0.0170813133635
Signature.13,0.0
Signature.14,0.0318997876749
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0318670775815
Signature.20,0.0
Signature.21,0.0525907372688
Signature.22,0.0684360768511
Signature.23,0.0670553856896
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0846906526163
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0947820817937
Signature.30,0.0
