,1:2:4:7:6:9:8,3,5
Signature.1,0.0,0.0207378635719,0.0104291464446
Signature.2,0.0,0.0474614315277,0.0449762734755
Signature.3,0.0,0.0,0.0
Signature.4,0.0168878061309,0.0541808209493,0.0194524744581
Signature.5,0.0143364545001,0.0401082934792,0.0852165634162
Signature.6,0.105425163455,0.0,0.021807954443
Signature.7,0.0952798484933,0.11207466263,0.182423187858
Signature.8,0.0,0.193608939241,0.029109919554
Signature.9,0.0405952075681,0.12062240907,0.016306872839
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0274006269523,0.0
Signature.13,0.0181867785422,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.159913125358,0.0
Signature.17,0.0,0.0288180523445,0.218493365081
Signature.18,0.0773304978687,0.137552184893,0.0633005971861
Signature.19,0.0548393890848,0.0,0.010708979539
Signature.20,0.0151919044058,0.0,0.131001420742
Signature.21,0.0,0.0109975745049,0.0535291916373
Signature.22,0.036593725626,0.0342128351022,0.0
Signature.23,0.0302989434773,0.0,0.0140015755184
Signature.24,0.0,0.0,0.0
Signature.25,0.0446583894648,0.0,0.0
Signature.26,0.0757415595839,0.0,0.0116700016539
Signature.27,0.014504321957,0.0,0.0
Signature.28,0.360130009842,0.0123111803762,0.0
Signature.29,0.0,0.0,0.0138868759735
Signature.30,0.0,0.0,0.0736856001797
