,1:3,2
Signature.1,0.0,0.0
Signature.2,0.306487940813,0.030786663988
Signature.3,0.164949662082,0.0
Signature.4,0.0128812276428,0.032831427023
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.084996359451,0.0
Signature.8,0.0,0.458424838332
Signature.9,0.0164647706162,0.0
Signature.10,0.0,0.0111269842284
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0,0.0610812851236
Signature.14,0.0554516739784,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0262269706248
Signature.18,0.0115313963561,0.0
Signature.19,0.0575030254161,0.0
Signature.20,0.0487448979628,0.0349833068525
Signature.21,0.0557426821732,0.0699920122848
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.229517897376
Signature.25,0.010502510798,0.0
Signature.26,0.0484296885363,0.0
Signature.27,0.0,0.0450286141675
Signature.28,0.0537731100941,0.0
Signature.29,0.07254105408,0.0
Signature.30,0.0,0.0
