,11:10:1:3:2:5:7:6:9:8,4
Signature.1,0.0,0.0
Signature.2,0.157249080127,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.041044415071,0.0112322848622
Signature.6,0.0,0.0
Signature.7,0.0340058206969,0.0
Signature.8,0.121629555454,0.0
Signature.9,0.0303986299709,0.0
Signature.10,0.111427981351,0.0797964500073
Signature.11,0.0,0.122142863992
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.145885656108,0.180615390865
Signature.15,0.0703529138074,0.0
Signature.16,0.0,0.0
Signature.17,0.0204662415641,0.0105514330374
Signature.18,0.0,0.0
Signature.19,0.0463761383803,0.238170358535
Signature.20,0.0499270290829,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.100008801366
Signature.23,0.0329678016838,0.0173822437221
Signature.24,0.0,0.0141672278156
Signature.25,0.0,0.0
Signature.26,0.021050974465,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0313623676903
Signature.29,0.0,0.0
Signature.30,0.117217762238,0.194570578107
