,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0932508255692
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0125561582907
Signature.9,0.386355529891
Signature.10,0.0
Signature.11,0.0141802004559
Signature.12,0.269925255963
Signature.13,0.0194366687756
Signature.14,0.0
Signature.15,0.0423065859154
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0491709599599
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0424416721278
Signature.26,0.0196952488237
Signature.27,0.0
Signature.28,0.0287165233997
Signature.29,0.0
Signature.30,0.0219643708284
