,11:10:1:3:2:5:4:9:8,7,6
Signature.1,0.0,0.0,0.163873992279
Signature.2,0.0356920087355,0.0689628202437,0.0534147485003
Signature.3,0.098563024361,0.0403908028412,0.0
Signature.4,0.0254189659775,0.0,0.0
Signature.5,0.0813818524873,0.0922971775355,0.0
Signature.6,0.0,0.0,0.369693347319
Signature.7,0.0284450768496,0.0,0.0
Signature.8,0.0,0.146819647813,0.111216426194
Signature.9,0.252723735246,0.0,0.0158042049529
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.115111936973,0.0,0.0
Signature.13,0.0252951160052,0.0,0.0210198704042
Signature.14,0.0,0.0816033842996,0.0
Signature.15,0.0,0.0,0.0804422233381
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0259200229642
Signature.18,0.0,0.0195970525492,0.0352931285967
Signature.19,0.0,0.153236887212,0.0258322302205
Signature.20,0.0176465758696,0.0411912027959,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0177652739633,0.121878080835,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0669434585464
Signature.25,0.0792564304812,0.0701267340516,0.0305463466851
Signature.26,0.0107096347307,0.0735830348226,0.0
Signature.27,0.0286083842821,0.0,0.0
Signature.28,0.0,0.0139050073474,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.183381984037,0.0764081676535,0.0
