,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.15206617185
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0841256373893
Signature.8,0.0
Signature.9,0.0121308848685
Signature.10,0.0
Signature.11,0.0
Signature.12,0.140876211621
Signature.13,0.0165314216029
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0908702907516
Signature.18,0.039789025372
Signature.19,0.0
Signature.20,0.0221370636908
Signature.21,0.136612711806
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0452092144238
Signature.26,0.180153281873
Signature.27,0.0
Signature.28,0.0794980847508
Signature.29,0.0
Signature.30,0.0
