,1:3:2:5:6:9:8,4,7
Signature.1,0.24672907671,0.0,0.0
Signature.2,0.273594730566,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0538898308594,0.0,0.12888780701
Signature.5,0.0,0.0448196567889,0.158816341889
Signature.6,0.127717490714,0.0262681817932,0.0202940909272
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0338686462662,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0157935561256,0.0
Signature.11,0.109591865934,0.0,0.0222814128373
Signature.12,0.0,0.0,0.0761914789382
Signature.13,0.0234618630411,0.0493308066764,0.0
Signature.14,0.0164608462561,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0390225792095
Signature.17,0.0,0.20725459772,0.0243847357263
Signature.18,0.0150416668997,0.0,0.0
Signature.19,0.0349611538314,0.0192215414354,0.0
Signature.20,0.0,0.0,0.0263138352914
Signature.21,0.0,0.201550035825,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0246817190462,0.0,0.0
Signature.24,0.0,0.149500575894,0.0
Signature.25,0.0,0.117151265945,0.15390290566
Signature.26,0.0,0.13524113553,0.0
Signature.27,0.0,0.0,0.305446663609
Signature.28,0.0467199318284,0.0,0.0
Signature.29,0.0271498243131,0.0,0.0
Signature.30,0.0,0.0,0.0444581489013
