,1:3:2
Signature.1,0.0279930835298
Signature.2,0.0457125814293
Signature.3,0.0
Signature.4,0.235020839658
Signature.5,0.0
Signature.6,0.0
Signature.7,0.149428318836
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.120777349892
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0879327240105
Signature.21,0.0251242546956
Signature.22,0.0243395042598
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0311618484736
Signature.27,0.0614405254885
Signature.28,0.0548135686043
Signature.29,0.0
Signature.30,0.136255401122
