,1:3:5:4,2,7,6
Signature.1,0.0,0.0693655421447,0.0,0.0226114253147
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.054661497519,0.022077435744,0.0215355162597,0.0
Signature.5,0.0508027002367,0.0225192900826,0.0392550188491,0.0204997227099
Signature.6,0.0259623905232,0.0,0.0,0.0
Signature.7,0.0,0.219597328585,0.0,0.0950769205289
Signature.8,0.0,0.0,0.0111179219642,0.0
Signature.9,0.0,0.0,0.0,0.0943738250225
Signature.10,0.100490505081,0.139534420666,0.0,0.0191949072831
Signature.11,0.0,0.111721724774,0.0139787434643,0.026259140909
Signature.12,0.0,0.0,0.0,0.0270135575534
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0208433157238,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0204205898029,0.0
Signature.16,0.0,0.188802749814,0.128241827945,0.114162533873
Signature.17,0.0,0.0,0.0,0.0211804183052
Signature.18,0.0,0.0218703156602,0.051491953033,0.0516761584146
Signature.19,0.0,0.0,0.145730929039,0.0542581626353
Signature.20,0.0321623703413,0.0265093988015,0.0264538911917,0.0
Signature.21,0.135729157542,0.032058350596,0.0,0.0
Signature.22,0.0,0.0,0.0,0.0580967702567
Signature.23,0.0338864874105,0.0,0.37911654953,0.276636727213
Signature.24,0.039551557203,0.0,0.0756526848013,0.0
Signature.25,0.0,0.0664633501733,0.0,0.0262761975191
Signature.26,0.0278069071475,0.0,0.0592610125962,0.0
Signature.27,0.0,0.024120133124,0.0,0.072093077512
Signature.28,0.478103111272,0.0,0.0,0.0
Signature.29,0.0,0.0553599598342,0.027743361524,0.0
Signature.30,0.0,0.0,0.0,0.0205904549496
