,1:2,3
Signature.1,0.0381360485455,0.206316571173
Signature.2,0.208058004559,0.201285136226
Signature.3,0.032727716582,0.0
Signature.4,0.0138318178954,0.0
Signature.5,0.0,0.0618840528148
Signature.6,0.0,0.0
Signature.7,0.0356060311004,0.0106936735451
Signature.8,0.0,0.0187130213653
Signature.9,0.0,0.0325425588123
Signature.10,0.0,0.0679849173949
Signature.11,0.0,0.0
Signature.12,0.0902681701615,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0118381530374
Signature.15,0.0104691537011,0.0207076515988
Signature.16,0.0110474329182,0.0
Signature.17,0.0,0.0
Signature.18,0.0516114748187,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.026373231171
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0154071113192,0.0527909451752
Signature.25,0.413087736219,0.0657138316871
Signature.26,0.059575152572,0.207846170916
Signature.27,0.0,0.0153100850833
Signature.28,0.0,0.0
Signature.29,0.020174149608,0.0
Signature.30,0.0,0.0
