,1:3,2
Signature.1,0.0,0.036724689465
Signature.2,0.0,0.0193572167862
Signature.3,0.186536094831,0.0
Signature.4,0.0,0.0
Signature.5,0.0248643698445,0.0295259308814
Signature.6,0.0,0.0293330441918
Signature.7,0.121402132778,0.0
Signature.8,0.0,0.0
Signature.9,0.0236313332106,0.0
Signature.10,0.0,0.0163894003958
Signature.11,0.0,0.175651128132
Signature.12,0.0,0.151394524623
Signature.13,0.0246632959651,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0479279124133
Signature.16,0.0,0.0
Signature.17,0.0162598884771,0.0
Signature.18,0.125390718979,0.0601316802287
Signature.19,0.133678680277,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0744488748058,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0832317908968,0.0
Signature.26,0.0791198557759,0.0118261321163
Signature.27,0.0,0.0
Signature.28,0.0,0.370099364454
Signature.29,0.0254078952895,0.0402658203547
Signature.30,0.0813650688696,0.0113731559581
