,1:4:7:6,3,2,5
Signature.1,0.0,0.0,0.0,0.0214547234942
Signature.2,0.0,0.0,0.0243919935179,0.0
Signature.3,0.225960418545,0.169965209458,0.0,0.311675631713
Signature.4,0.0388374334757,0.0120053837613,0.0292639069231,0.0
Signature.5,0.0,0.0171321999845,0.0318174753625,0.0
Signature.6,0.155225184862,0.0,0.0930462751907,0.0
Signature.7,0.0,0.0,0.0,0.0508389488487
Signature.8,0.0,0.0397158603275,0.0455459613406,0.0
Signature.9,0.0,0.0311783243403,0.0129288710332,0.011927388372
Signature.10,0.0,0.148345802054,0.169790153436,0.0344515346616
Signature.11,0.093930644366,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0131260266863,0.0
Signature.13,0.0,0.0,0.0,0.0379602708082
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0832326647467,0.22144538334,0.0438374145957,0.0
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.237866166763,0.114942929056,0.0,0.0
Signature.19,0.0,0.0,0.0,0.0
Signature.20,0.0,0.0186201924052,0.0404093289953,0.0117993702511
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0176441892223,0.0,0.0
Signature.23,0.101119732083,0.0,0.0,0.156513104702
Signature.24,0.0,0.0123143590433,0.0122600661477,0.137565774869
Signature.25,0.0,0.0,0.0,0.0963689514348
Signature.26,0.0638277551587,0.0,0.0,0.0924767147289
Signature.27,0.0,0.0,0.154145845682,0.0
Signature.28,0.0,0.196690167008,0.0506763240341,0.0149986580313
Signature.29,0.0,0.0,0.0,0.0219689280853
Signature.30,0.0,0.0,0.278760357054,0.0
