,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0,0.0
Signature.2,0.104942600166,0.0
Signature.3,0.0,0.320838056333
Signature.4,0.0,0.0
Signature.5,0.0599083691497,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0135397417628
Signature.8,0.0109418455741,0.0135194744801
Signature.9,0.0,0.0130967296101
Signature.10,0.164903440857,0.0
Signature.11,0.0450107087703,0.0
Signature.12,0.0,0.0260784649049
Signature.13,0.0,0.0
Signature.14,0.134739499403,0.0
Signature.15,0.0327826292679,0.0188199186573
Signature.16,0.0564872462656,0.0
Signature.17,0.0,0.0
Signature.18,0.0769784984802,0.0
Signature.19,0.0316134841868,0.0
Signature.20,0.0215632326756,0.0264028474153
Signature.21,0.0,0.239001082258
Signature.22,0.0238873480687,0.0274723623662
Signature.23,0.199608410054,0.188428024848
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0711393493674
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0366326870799,0.0416639479962
Signature.30,0.0,0.0
