,11:9:10,1:3:2:5:4:7:6:8
Signature.1,0.0,0.16018672198
Signature.2,0.0,0.0418059947781
Signature.3,0.0179600056876,0.0
Signature.4,0.0,0.0
Signature.5,0.0207546755037,0.0
Signature.6,0.0737392114498,0.0424473276893
Signature.7,0.0,0.0383690957418
Signature.8,0.0,0.0613625234764
Signature.9,0.0105494774709,0.0
Signature.10,0.0,0.0
Signature.11,0.0186225845543,0.043658422999
Signature.12,0.0,0.0
Signature.13,0.0,0.0517869457162
Signature.14,0.150436917616,0.0
Signature.15,0.0149792152174,0.0
Signature.16,0.0,0.0285013767891
Signature.17,0.0792099328415,0.0
Signature.18,0.0,0.200012945037
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0329260667747,0.0
Signature.22,0.382156589237,0.0
Signature.23,0.0,0.150075520505
Signature.24,0.0217025570489,0.0
Signature.25,0.147022487676,0.118068703227
Signature.26,0.0,0.0
Signature.27,0.0299402789223,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0637244220611
Signature.30,0.0,0.0
