,1,3:2,5,4
Signature.1,0.0,0.30167759056,0.0248535289532,0.0
Signature.2,0.0,0.0488176578239,0.0306612008144,0.0836821564925
Signature.3,0.0,0.0,0.0,0.033000594295
Signature.4,0.0,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0439077319769,0.0
Signature.6,0.0,0.0137175945547,0.0,0.0717269038438
Signature.7,0.0,0.0505584289878,0.0867432895215,0.0
Signature.8,0.0,0.0,0.0518665698195,0.0
Signature.9,0.462790244508,0.172563853469,0.0528765546485,0.0
Signature.10,0.0,0.0,0.0,0.251309806648
Signature.11,0.0,0.0,0.157951790381,0.0
Signature.12,0.0279235912583,0.0,0.0,0.0
Signature.13,0.0361185825482,0.0,0.0248062734365,0.0
Signature.14,0.0361419842262,0.205888916168,0.0,0.0194691289248
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.107222052325,0.037595341604
Signature.17,0.0,0.0,0.0,0.105544908207
Signature.18,0.110453880504,0.0,0.034621264113,0.0
Signature.19,0.0569151499424,0.0,0.0,0.20335440077
Signature.20,0.0482678807701,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0315125233231,0.0
Signature.22,0.164105452603,0.0,0.0478519631523,0.0
Signature.23,0.0,0.101324018826,0.0,0.0466095264296
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0,0.0182456575704,0.118835413309,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0,0.0955827892411
Signature.28,0.0,0.0,0.0800154278232,0.0
Signature.29,0.0,0.0611484064012,0.0771586359771,0.0
Signature.30,0.0572832336394,0.026057875639,0.0291157804258,0.0521244435435
