,1:3:2:4:6:8,5,7,9
Signature.1,0.0,0.0186174729412,0.0,0.0124062760688
Signature.2,0.0,0.0724794283383,0.0520557636138,0.0
Signature.3,0.0210660161983,0.0,0.0499298543806,0.0
Signature.4,0.0275364842871,0.0119040512655,0.0,0.0
Signature.5,0.0270186022148,0.251914162849,0.0254025987009,0.0696268524515
Signature.6,0.056738114185,0.0787803546971,0.118321454901,0.0
Signature.7,0.0133259742248,0.0822375510508,0.0,0.0
Signature.8,0.0,0.0,0.0,0.0338945429269
Signature.9,0.0,0.0,0.0199850337877,0.0161345709487
Signature.10,0.116342976547,0.0,0.0302941544642,0.0
Signature.11,0.0,0.0,0.0,0.107458703608
Signature.12,0.046779603343,0.0,0.0702621520233,0.54278012594
Signature.13,0.0632593438015,0.0,0.0,0.0
Signature.14,0.0,0.0408056643022,0.0630197832135,0.0
Signature.15,0.0,0.0,0.0,0.0151100943595
Signature.16,0.0,0.0,0.0377658337333,0.0
Signature.17,0.0470389723213,0.0145366939213,0.0616128223087,0.0150809471749
Signature.18,0.0,0.0,0.0113294794762,0.0134565456886
Signature.19,0.161177352194,0.361764761936,0.0,0.0162111686025
Signature.20,0.0126453284643,0.0,0.0149238938715,0.0286784258254
Signature.21,0.0506688835095,0.0,0.0221585828632,0.0
Signature.22,0.247380206248,0.0,0.105293898664,0.0469279193077
Signature.23,0.0,0.0,0.0,0.057729774639
Signature.24,0.0437351180014,0.0526733377816,0.0,0.0
Signature.25,0.0,0.0,0.0115650164145,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0851054649193,0.0
Signature.28,0.0,0.0,0.220974212664,0.0
Signature.29,0.0652870244599,0.0,0.0,0.0
Signature.30,0.0,0.014286520917,0.0,0.0245040524588
