,1:3:2:5:4
Signature.1,0.058993739236
Signature.2,0.122989178558
Signature.3,0.0
Signature.4,0.0115358973292
Signature.5,0.0
Signature.6,0.0581633453777
Signature.7,0.0204588516125
Signature.8,0.0
Signature.9,0.075073737582
Signature.10,0.0945886887962
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0766136101211
Signature.14,0.0
Signature.15,0.0669884339846
Signature.16,0.0326546422248
Signature.17,0.0383093071571
Signature.18,0.13420745597
Signature.19,0.0
Signature.20,0.0328398877799
Signature.21,0.0381683876035
Signature.22,0.0218612752796
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0945575285836
Signature.28,0.0
Signature.29,0.0219960328039
Signature.30,0.0
