,11:9:10,1:3:5:4:7:6:8,2
Signature.1,0.0258665247175,0.0,0.0
Signature.2,0.043135225208,0.181495352448,0.0
Signature.3,0.243356186333,0.0,0.0159216696049
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0205216960917,0.167084360564
Signature.6,0.089054855928,0.0269812399128,0.0
Signature.7,0.0,0.0192221412173,0.261021408672
Signature.8,0.0209883258305,0.0,0.114882344042
Signature.9,0.0,0.0,0.0
Signature.10,0.0308771244826,0.0,0.0576210250418
Signature.11,0.0,0.0,0.0
Signature.12,0.0106690822356,0.204345394797,0.061703921318
Signature.13,0.0,0.0,0.0387406253498
Signature.14,0.0,0.0153382167554,0.0
Signature.15,0.0,0.031056545602,0.0
Signature.16,0.106755803309,0.0,0.0
Signature.17,0.0,0.147917976255,0.0
Signature.18,0.128474861086,0.0,0.0272663729567
Signature.19,0.0346071548309,0.0630689577094,0.0
Signature.20,0.0205678655782,0.013234056055,0.0
Signature.21,0.0,0.212028916706,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0479873418276,0.0,0.0657528886013
Signature.25,0.0857701985349,0.0,0.053558403577
Signature.26,0.0322398793906,0.0203401153009,0.0
Signature.27,0.0796495707078,0.0,0.0
Signature.28,0.0,0.0,0.0542558361733
Signature.29,0.0,0.0219681184195,0.0
Signature.30,0.0,0.0224812727304,0.0821911440987
