,1:3:5:4,2
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0398847086956
Signature.5,0.0,0.0
Signature.6,0.0132614982628,0.0
Signature.7,0.0,0.0884962236097
Signature.8,0.0,0.0
Signature.9,0.227904766541,0.0998904080291
Signature.10,0.0,0.0192958298397
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.231383914979,0.0
Signature.14,0.0,0.073902170773
Signature.15,0.0,0.0
Signature.16,0.0241970424105,0.0
Signature.17,0.0,0.0
Signature.18,0.0650499202662,0.0
Signature.19,0.0,0.0605004002855
Signature.20,0.0,0.0
Signature.21,0.255801509872,0.0
Signature.22,0.0541474932425,0.0138671697844
Signature.23,0.0614988287502,0.0252650456861
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.378081461399
Signature.27,0.0,0.0
Signature.28,0.0667550256753,0.0
Signature.29,0.0,0.120778470214
Signature.30,0.0,0.0800381116838
