,11:1:3:5:4:7:6:9:8,10,2
Signature.1,0.0,0.0,0.0282061051991
Signature.2,0.0434737634682,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0939247839732,0.015617808594,0.0121676023172
Signature.5,0.0,0.127547833143,0.0
Signature.6,0.0,0.0475447947525,0.194936073768
Signature.7,0.122957713118,0.0179534790878,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0187113180449,0.0294684748561,0.0
Signature.10,0.0,0.0307249398863,0.0283923510664
Signature.11,0.0317772563167,0.0,0.0418041049624
Signature.12,0.264398989723,0.0,0.0
Signature.13,0.0762413057713,0.0,0.065348554813
Signature.14,0.0,0.0,0.0115757074518
Signature.15,0.0,0.023397789816,0.0
Signature.16,0.0,0.0,0.0658095195575
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.140652734678,0.0,0.01230337976
Signature.20,0.0,0.0,0.117266011675
Signature.21,0.0357731646452,0.219155252577,0.0
Signature.22,0.0,0.117390951746,0.0
Signature.23,0.0395101644699,0.0,0.0
Signature.24,0.0,0.0,0.176794096236
Signature.25,0.0,0.210386877363,0.0
Signature.26,0.0511608144215,0.0,0.0
Signature.27,0.0,0.0374489142097,0.0
Signature.28,0.0205476702787,0.0,0.0
Signature.29,0.0,0.123362883968,0.203602714036
Signature.30,0.0608703210915,0.0,0.0417937791581
