,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.482277016046
Signature.6,0.0787759560619
Signature.7,0.0176388942749
Signature.8,0.0
Signature.9,0.104001270803
Signature.10,0.0
Signature.11,0.0677696159309
Signature.12,0.111706460218
Signature.13,0.027574077142
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0230771324221
Signature.19,0.041797410342
Signature.20,0.0189532110888
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0264289556712
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
