,11:10:1:2:5:7:6:9,3,4,8
Signature.1,0.124433449815,0.0129791374926,0.0,0.0390335389624
Signature.2,0.0,0.0,0.03954647288,0.0
Signature.3,0.0,0.192812939731,0.0,0.0752357972945
Signature.4,0.0,0.014433206119,0.0776208288384,0.0196802456834
Signature.5,0.0491127734915,0.0,0.090992889194,0.0356123876095
Signature.6,0.0,0.0322931259624,0.0,0.0
Signature.7,0.0199294398506,0.0,0.0538735044586,0.0
Signature.8,0.0,0.253726061765,0.0,0.089355574705
Signature.9,0.0491346931144,0.101776403898,0.0,0.191586515313
Signature.10,0.0,0.182320585599,0.0,0.0
Signature.11,0.0140968815248,0.0,0.0,0.0651985415445
Signature.12,0.0129522612669,0.0,0.104441036411,0.0177153747487
Signature.13,0.210698691717,0.0,0.0848390394925,0.0426898232803
Signature.14,0.0,0.059599016884,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0,0.013783995481
Signature.17,0.0293626892592,0.0,0.0,0.0
Signature.18,0.0285900644015,0.0,0.0416922954861,0.0
Signature.19,0.260145361555,0.0,0.0188509405476,0.0117237485356
Signature.20,0.0,0.0,0.0241541265887,0.0
Signature.21,0.0,0.0,0.0724662620145,0.195713281273
Signature.22,0.0,0.0820508571723,0.0,0.0331767075205
Signature.23,0.100467246584,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0163450079258,0.0
Signature.25,0.0147840989828,0.0321841127335,0.0,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0358245526435,0.0,0.0
Signature.28,0.0,0.0,0.0482073823742,0.0
Signature.29,0.0862923484372,0.0,0.120343544595,0.0
Signature.30,0.0,0.0,0.206626669194,0.169494468049
