,1:3:2:5:4
Signature.1,0.0
Signature.2,0.148407580802
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0483496632711
Signature.6,0.035443431843
Signature.7,0.244360494198
Signature.8,0.101330495232
Signature.9,0.0
Signature.10,0.0309967879385
Signature.11,0.0
Signature.12,0.0292784401325
Signature.13,0.0
Signature.14,0.0923076390053
Signature.15,0.0
Signature.16,0.028784795791
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0107203569256
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0323199414423
Signature.23,0.0159596909219
Signature.24,0.0
Signature.25,0.0
Signature.26,0.108924232246
Signature.27,0.0124047220505
Signature.28,0.0168839110328
Signature.29,0.0274629946472
Signature.30,0.0160648225204
