,11:1:3:2:5:7:6:9:8,10,4
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.253688350365,0.0486953808676,0.0229097930454
Signature.4,0.0,0.178819995941,0.0388080891431
Signature.5,0.253082515318,0.0,0.199428436248
Signature.6,0.0394080679845,0.0,0.0
Signature.7,0.0444163061305,0.0,0.0
Signature.8,0.0,0.0679086290974,0.0
Signature.9,0.0,0.255662863023,0.0181340693149
Signature.10,0.0,0.0632607753217,0.0
Signature.11,0.0285003788842,0.0,0.0
Signature.12,0.0,0.209562549975,0.0
Signature.13,0.0,0.0,0.0306287581849
Signature.14,0.0,0.0320768107151,0.0
Signature.15,0.0,0.0,0.0462356586438
Signature.16,0.0,0.0,0.0194118945149
Signature.17,0.0,0.0,0.127090049518
Signature.18,0.0328527973698,0.0,0.0
Signature.19,0.108683704438,0.0303179712952,0.0
Signature.20,0.0,0.0651253045344,0.0269338731762
Signature.21,0.0,0.0150608059865,0.0543402161529
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0185648827915,0.0138880683497
Signature.24,0.0,0.0,0.0914729175734
Signature.25,0.0,0.0,0.0
Signature.26,0.160947955695,0.0,0.276177662948
Signature.27,0.0380764885713,0.0,0.0
Signature.28,0.0,0.0149440304511,0.0
Signature.29,0.0403434352442,0.0,0.0139516365846
Signature.30,0.0,0.0,0.0205888766021
