,1:2:5:4,3,7,6
Signature.1,0.0659672085853,0.0,0.0,0.0466989682812
Signature.2,0.143348382732,0.0297620458014,0.0,0.308521109181
Signature.3,0.0,0.0409155537086,0.0,0.157698571919
Signature.4,0.0428483589968,0.0287327792343,0.0,0.0
Signature.5,0.0,0.0,0.0132527271749,0.0
Signature.6,0.0,0.0116915483659,0.0,0.0
Signature.7,0.0,0.113891050024,0.0,0.0
Signature.8,0.0639491525642,0.0361176360269,0.375581787651,0.0
Signature.9,0.0,0.145544021144,0.0,0.0
Signature.10,0.0201218529199,0.0,0.0,0.0774880381152
Signature.11,0.10080006349,0.0111348108981,0.0509259255667,0.0
Signature.12,0.0,0.0,0.0349016895405,0.0
Signature.13,0.0,0.0,0.0965429395652,0.0
Signature.14,0.0,0.0,0.0,0.0248595240123
Signature.15,0.0,0.034381265219,0.0,0.0
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.251646952252,0.0,0.0148428129133,0.0
Signature.19,0.0,0.263916448374,0.0,0.0381687115691
Signature.20,0.0,0.0,0.168091467736,0.0
Signature.21,0.281799098329,0.0,0.0468503018191,0.0
Signature.22,0.0,0.0535033522478,0.0,0.0
Signature.23,0.0185664974797,0.0612933696506,0.0,0.0769218131444
Signature.24,0.0,0.0610837859883,0.0220284941553,0.0
Signature.25,0.010952432652,0.0,0.0117322423517,0.0403069756878
Signature.26,0.0,0.0387290986658,0.149747649786,0.0
Signature.27,0.0,0.0454006964217,0.0,0.0
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0,0.120135023895
Signature.30,0.0,0.0239025382292,0.0155019617403,0.109201264195
