,11:9:10,1:3:2:5:4:7:6:8
Signature.1,0.0164436160397,0.0
Signature.2,0.0124617795869,0.0
Signature.3,0.0714773163116,0.0
Signature.4,0.0395786429946,0.0320032213157
Signature.5,0.0,0.0120917027236
Signature.6,0.0,0.0
Signature.7,0.020265495191,0.0
Signature.8,0.0263900206333,0.0
Signature.9,0.101018597888,0.476503459277
Signature.10,0.0,0.091344751321
Signature.11,0.0307018139787,0.0892768628017
Signature.12,0.0,0.0
Signature.13,0.0537161986929,0.0
Signature.14,0.012985606026,0.0176367873604
Signature.15,0.0,0.0530901202191
Signature.16,0.0,0.0698513003121
Signature.17,0.0632988692944,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0363909643356,0.0
Signature.23,0.0108162091436,0.0
Signature.24,0.0,0.0
Signature.25,0.210302542021,0.0283797568629
Signature.26,0.0,0.0286812310483
Signature.27,0.0133087206083,0.0
Signature.28,0.24756225959,0.0
Signature.29,0.0,0.0278315358128
Signature.30,0.033281347665,0.0733092709451
