,1,3,2
Signature.1,0.0418765076273,0.0,0.0
Signature.2,0.0249978389266,0.0,0.0405004088507
Signature.3,0.100094935192,0.0,0.0303995103747
Signature.4,0.0430515285073,0.0429967950598,0.0918198624386
Signature.5,0.139300861375,0.0,0.0
Signature.6,0.0,0.0,0.0164896056254
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0708000595918
Signature.11,0.0323457372759,0.0397078785814,0.122550816981
Signature.12,0.125091063512,0.0,0.0
Signature.13,0.0219373091176,0.0,0.0
Signature.14,0.0275606860796,0.0530776964848,0.170799791067
Signature.15,0.134528270227,0.0982956791083,0.0216404464095
Signature.16,0.0,0.0181488576345,0.0455932433313
Signature.17,0.0,0.0,0.137084437644
Signature.18,0.0557081803523,0.0,0.0632093102121
Signature.19,0.0,0.0892940324435,0.0
Signature.20,0.0183338113448,0.0581318382286,0.0
Signature.21,0.0,0.176155466984,0.0358618128305
Signature.22,0.0,0.0,0.0136619321142
Signature.23,0.100756645892,0.290231106135,0.0
Signature.24,0.0736585103746,0.0,0.0
Signature.25,0.0,0.0479163797771,0.0
Signature.26,0.0463157035392,0.0860442695633,0.0
Signature.27,0.0144424106576,0.0,0.0870125688222
Signature.28,0.0,0.0,0.0108862857717
Signature.29,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0416899079353
