,11:1:3:2:5:4:7:6:9,10,8
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0367843416757
Signature.3,0.0303659844321,0.0,0.0
Signature.4,0.0,0.0,0.022081114537
Signature.5,0.0,0.0272458757206,0.0692644797382
Signature.6,0.0,0.0691400559374,0.0268211394219
Signature.7,0.0814864668163,0.0344585084905,0.0588528014214
Signature.8,0.0,0.0,0.0306393363827
Signature.9,0.0125316376958,0.0207102588191,0.0511689381281
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.271933518672,0.172375543304,0.261231601037
Signature.13,0.0,0.129225416125,0.199373204807
Signature.14,0.0,0.0196666068263,0.0
Signature.15,0.0110102967703,0.0851095637826,0.0
Signature.16,0.0164063265715,0.107260651325,0.0
Signature.17,0.0,0.0173762499764,0.0
Signature.18,0.0,0.0426105902526,0.0
Signature.19,0.0226762412158,0.0,0.0268522816543
Signature.20,0.0295066289063,0.0464031411923,0.0324878985317
Signature.21,0.0643723933196,0.0153499547681,0.0833252696171
Signature.22,0.307605479348,0.0511876148036,0.0
Signature.23,0.11800561278,0.0,0.0
Signature.24,0.0,0.064877863616,0.0
Signature.25,0.0,0.05810302911,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0171873398501,0.0,0.0708311743234
Signature.28,0.0169120736227,0.0388990759514,0.0141373730162
Signature.29,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0161490457083
