,1,3:5,2,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0199305370119,0.0,0.0596132676154,0.0112053260125
Signature.3,0.0,0.0,0.0,0.146716410104
Signature.4,0.0996640938959,0.110883418593,0.0667363153745,0.0
Signature.5,0.0,0.0197030084066,0.0,0.0
Signature.6,0.0,0.0189530211741,0.0529429055167,0.0
Signature.7,0.0414480097353,0.0241704723834,0.0,0.0
Signature.8,0.0373735943653,0.0343882264037,0.0533140743302,0.0
Signature.9,0.106312677272,0.0,0.0,0.0195621717303
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.011092896452,0.0362507775694,0.0,0.0136875453963
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0925802197936,0.0,0.181897296661
Signature.14,0.119088628106,0.0,0.0172282073773,0.0168408143734
Signature.15,0.0121293245175,0.0808711682476,0.0877630982114,0.0424325281694
Signature.16,0.0694381972278,0.0,0.0,0.0
Signature.17,0.0,0.0,0.251748164215,0.0
Signature.18,0.0200578368817,0.174842491919,0.0,0.0
Signature.19,0.0,0.0,0.0109689089553,0.0689496869885
Signature.20,0.0327089425624,0.0,0.0,0.0
Signature.21,0.118244643346,0.0259564323886,0.149749130001,0.0202944090989
Signature.22,0.127246632167,0.0,0.0,0.0160070576404
Signature.23,0.0,0.0414918864546,0.0,0.0
Signature.24,0.0,0.0,0.0674676306234,0.308761253839
Signature.25,0.0705007245426,0.0866399412526,0.142922194558,0.0339036481816
Signature.26,0.0317079928817,0.241008444595,0.0152927742181,0.0441831048216
Signature.27,0.0179605641988,0.0,0.0242533290039,0.0
Signature.28,0.0,0.0122604908183,0.0,0.0
Signature.29,0.0650947048368,0.0,0.0,0.0113759902223
Signature.30,0.0,0.0,0.0,0.0641827567619
