,1:3:2:5:4,7:6,9,8
Signature.1,0.0,0.0,0.0984318868264,0.0264726341559
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0360257684057,0.0149349529894,0.0,0.0
Signature.4,0.0,0.0,0.0163440051524,0.0
Signature.5,0.0,0.0,0.385444398654,0.0827484931788
Signature.6,0.0,0.0,0.022249950354,0.0
Signature.7,0.222134828949,0.0,0.0261199866953,0.0
Signature.8,0.0253947280804,0.0,0.0116158455439,0.0943518640407
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0524264385132,0.247682368648
Signature.11,0.0,0.018839183205,0.0,0.0470079587153
Signature.12,0.0,0.0163778993368,0.0,0.0264903056442
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0,0.55504863343,0.0,0.0
Signature.15,0.0,0.0242376188175,0.0,0.0
Signature.16,0.0242161179827,0.0,0.0,0.0801132565483
Signature.17,0.0529373115287,0.0758342674725,0.180426022149,0.0
Signature.18,0.0202647620078,0.0,0.0,0.0
Signature.19,0.403460564924,0.0,0.018104673485,0.0
Signature.20,0.0,0.0657790532303,0.0,0.0160213339506
Signature.21,0.0149693170274,0.0376408061584,0.0,0.0
Signature.22,0.0,0.0147081889785,0.0,0.0
Signature.23,0.035084392996,0.0162226157351,0.0,0.0163600738523
Signature.24,0.0,0.0,0.0113920324833,0.0
Signature.25,0.165512208098,0.0354113779219,0.0,0.187779732086
Signature.26,0.0,0.0276663485919,0.120489948478,0.17497197918
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.0313491601252,0.0140455234669,0.0
Signature.29,0.0,0.0233874891857,0.012699235647,0.0
Signature.30,0.0,0.0425624048221,0.0302100525522,0.0
