,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.147991874164
Signature.3,0.0345224373577
Signature.4,0.0
Signature.5,0.0
Signature.6,0.030455541595
Signature.7,0.0190009193224
Signature.8,0.0199478435305
Signature.9,0.0495746900838
Signature.10,0.0253125535336
Signature.11,0.0356701608168
Signature.12,0.0
Signature.13,0.0894029522348
Signature.14,0.0
Signature.15,0.0
Signature.16,0.220048123339
Signature.17,0.0214492471414
Signature.18,0.0105220048793
Signature.19,0.132995273127
Signature.20,0.0673384607285
Signature.21,0.0206934080201
Signature.22,0.0
Signature.23,0.0484357467667
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0130210152619
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0136177480964
