,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0918730206234
Signature.2,0.30764311089
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0376749857344
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0539120377896
Signature.12,0.240778404348
Signature.13,0.0
Signature.14,0.0177042734838
Signature.15,0.0
Signature.16,0.0396202165722
Signature.17,0.0107587712182
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0138507486241
Signature.21,0.0960583901372
Signature.22,0.0
Signature.23,0.0455635572706
Signature.24,0.0267249096019
Signature.25,0.0
Signature.26,0.0
Signature.27,0.017837573707
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
