,1:3:7:6,2,5,4
Signature.1,0.0,0.0,0.0114076852643,0.0
Signature.2,0.0,0.115842436112,0.0227366114625,0.0
Signature.3,0.0759464691241,0.0334785627116,0.0204231403487,0.144799849031
Signature.4,0.0715024707388,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.026800762158,0.0,0.0,0.0
Signature.7,0.20659946218,0.0,0.073691427371,0.0
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0210979803211,0.0,0.0266685837167,0.0
Signature.11,0.119869137457,0.0531681981824,0.0,0.0
Signature.12,0.0,0.0,0.0,0.12316305898
Signature.13,0.0,0.0174921745251,0.111148310398,0.048699886452
Signature.14,0.0125861758842,0.0,0.0122697931034,0.0
Signature.15,0.0,0.088962062649,0.270011069489,0.0
Signature.16,0.0,0.148544523409,0.0,0.0
Signature.17,0.0,0.0,0.0,0.230519660262
Signature.18,0.0239402820403,0.0,0.0,0.0
Signature.19,0.0,0.229149339397,0.0,0.0255622795729
Signature.20,0.0437559637507,0.0,0.0,0.0159788835073
Signature.21,0.0,0.0,0.0117981189394,0.0
Signature.22,0.0,0.0,0.141558737522,0.0
Signature.23,0.0452747854605,0.0,0.0,0.167739957908
Signature.24,0.0,0.150787462139,0.0,0.0183668747052
Signature.25,0.0,0.0211450736574,0.02276816524,0.0
Signature.26,0.0,0.0315842759515,0.255788754181,0.0
Signature.27,0.0149927807972,0.0,0.0,0.114186644941
Signature.28,0.324707805203,0.0,0.0,0.0
Signature.29,0.0,0.109845891266,0.0,0.0411832620741
Signature.30,0.0129259248853,0.0,0.0197296029634,0.069799642567
