,11:9:10,1:3:2:5:7:6,4,8
Signature.1,0.116520199511,0.0,0.0,0.0
Signature.2,0.0127502146976,0.0799435030169,0.018881306422,0.0
Signature.3,0.0,0.121272155926,0.0975014730943,0.061828275526
Signature.4,0.0,0.0,0.0,0.029515184019
Signature.5,0.0,0.0,0.0238831109641,0.189542023533
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0297698010076,0.194664439595,0.0
Signature.8,0.0,0.0301519206247,0.0215679027917,0.0
Signature.9,0.0,0.0,0.043202920115,0.0480497479508
Signature.10,0.0,0.0297771223944,0.0,0.0
Signature.11,0.0508259715224,0.0327185254421,0.0,0.0
Signature.12,0.0,0.0201444862993,0.0,0.0208916328061
Signature.13,0.184265413899,0.0,0.0,0.0112561304278
Signature.14,0.0,0.0320153874569,0.0,0.161714756969
Signature.15,0.0494421213117,0.0506830974671,0.0,0.0
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0,0.0324518874488
Signature.18,0.0488876132734,0.0,0.0,0.0
Signature.19,0.0786794886235,0.195000834603,0.0113407182091,0.0
Signature.20,0.157192716844,0.0,0.0278018812043,0.0286950196143
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0242443252243,0.0,0.0
Signature.23,0.0518331505413,0.223212217844,0.174176402405,0.0248944345355
Signature.24,0.0,0.0353744353947,0.0,0.0367190566814
Signature.25,0.0,0.0,0.197665852583,0.0182122298691
Signature.26,0.226495239909,0.0311707187019,0.0,0.0
Signature.27,0.0,0.0166063630104,0.0429477205858,0.0
Signature.28,0.0231078698666,0.0479151055857,0.0,0.0504331620476
Signature.29,0.0,0.0,0.146366272031,0.0277059836638
Signature.30,0.0,0.0,0.0,0.258090474908
