,1:3,2
Signature.1,0.0,0.17360362838
Signature.2,0.0134984012826,0.0111159414744
Signature.3,0.0135272086313,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0112034409548
Signature.7,0.0,0.0322257751698
Signature.8,0.0218135668355,0.0
Signature.9,0.0,0.145784420956
Signature.10,0.0,0.0
Signature.11,0.0136453076363,0.129743940211
Signature.12,0.0,0.0
Signature.13,0.11431353288,0.0369707314953
Signature.14,0.0364578101335,0.0
Signature.15,0.0207718563699,0.0976240474597
Signature.16,0.195640853294,0.0607692946831
Signature.17,0.0,0.0751605236254
Signature.18,0.0669660158549,0.0
Signature.19,0.240041063924,0.0272245597568
Signature.20,0.0,0.0
Signature.21,0.0,0.0277028529247
Signature.22,0.0,0.170870842908
Signature.23,0.0209290984157,0.0
Signature.24,0.0197847787039,0.0
Signature.25,0.0,0.0
Signature.26,0.154926600189,0.0
Signature.27,0.0,0.0
Signature.28,0.0567885643549,0.0
Signature.29,0.0,0.0
Signature.30,0.0108953414947,0.0
