,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.13245818828
Signature.4,0.015476156952
Signature.5,0.0
Signature.6,0.0
Signature.7,0.182053658592
Signature.8,0.119256512148
Signature.9,0.0189618368317
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0167806387231
Signature.14,0.0332616612227
Signature.15,0.163547522993
Signature.16,0.0797105457266
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0476797539329
Signature.22,0.11447487912
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.076338645478
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
