,1:2,3
Signature.1,0.0,0.0
Signature.2,0.029702838424,0.160515725832
Signature.3,0.0,0.0
Signature.4,0.0137755609796,0.0
Signature.5,0.0,0.108625562761
Signature.6,0.0573170998605,0.0159294162429
Signature.7,0.0,0.0
Signature.8,0.0,0.0658138693095
Signature.9,0.0,0.0
Signature.10,0.0288389139478,0.0
Signature.11,0.0,0.0
Signature.12,0.113530149105,0.0391683805952
Signature.13,0.0,0.0
Signature.14,0.0140335278651,0.0
Signature.15,0.0410187752467,0.0
Signature.16,0.0,0.0311610962776
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0149117413802
Signature.20,0.284752456293,0.0
Signature.21,0.0196182811624,0.0304740360985
Signature.22,0.129579071087,0.0
Signature.23,0.0987443536662,0.0
Signature.24,0.0104802041083,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.16455211323
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.158608768255,0.368848058272
Signature.30,0.0,0.0
