,11:10:1:2:5:7:6:9:8,3:4
Signature.1,0.0135361546159,0.0
Signature.2,0.0146624381869,0.0142836369483
Signature.3,0.11470924169,0.0148248152256
Signature.4,0.143182109207,0.0222075834096
Signature.5,0.363492487615,0.0661245970269
Signature.6,0.0,0.0
Signature.7,0.0,0.0321581586409
Signature.8,0.0,0.0
Signature.9,0.027297891989,0.0
Signature.10,0.0983006944199,0.0
Signature.11,0.0,0.130563004834
Signature.12,0.0430672848889,0.066285589784
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0128411962565,0.153790177228
Signature.16,0.0,0.0
Signature.17,0.0,0.0391880860379
Signature.18,0.123364212268,0.0479831698989
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0343790998905,0.0
Signature.22,0.0,0.0553464106371
Signature.23,0.0,0.0125364602736
Signature.24,0.0,0.145785778507
Signature.25,0.0,0.033199357959
Signature.26,0.0111671889718,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.165723173588
Signature.30,0.0,0.0
